ParticipantID,Max_LL,Fitted_lr,Fitted_vunsamp,Fitted_vps,Fitted_gamma1,Fitted_gamma2,Fitted_lam,Fitted_kappa_a,Fitted_prior_r
90,140.12730396538458,0.22132141043429548,0.3357622491073026,0.8738624780950044,1.1433365801901652,0.8742290253466982,1.3223613849145575,0.11809917548942464,0.2
55,149.77166294654052,0.021567436416313743,0.17946037216546898,0.8593839530024887,0.0,1.9976530289399361,10.0,0.0,0.40191164053734046
23,171.59644831441676,0.7268847289072085,0.39533051570215844,0.7900245597570562,1.1469987128330397,1.9456519524801386,0.5787622315913381,0.23257825674304816,0.42251756303023735
91,88.34489275484538,0.002425398752700009,0.0,0.014322037548931693,27.109703739793733,19.543542787312422,10.0,0.02528988393081928,0.6207216198871238
54,91.71807643054944,0.014972317357785885,0.000513220279061621,0.5991747709995606,0.32420694209719136,0.36254904736628973,4.727877742898081,1.9695461502412348,0.45380375674985396
22,131.0479896061649,0.4713678137868619,0.9,0.853387133037857,23.75712626178017,15.989634695211699,0.14198827815797682,0.010349903797291105,0.47864601970244575
92,80.29933278154465,0.019175281791372345,0.04520352506334085,0.8844465226037452,18.033689332330578,30.0,0.21073397977813588,0.0020546934796045,0.3336203433866368
56,154.89854018844437,0.3579644939950773,0.042644013266456886,0.46746013222019855,0.2285814009103767,0.14767695399701838,10.0,1.3813563499518209,0.8
93,191.9405951133599,1.133604286117358,0.1803840330768686,0.9,1.5760437082775653,1.6139477316477726,0.09235799091006279,0.05952165717801147,0.2
27,122.43147761989287,0.13136181947892767,0.24930192724755076,0.3226526513347844,30.0,26.11617141100792,0.2278138036220218,0.009409725813329056,0.3875272690405809
51,124.002687400956,0.3824387466200524,0.04819389304109,0.1268345098170788,3.1544598524751075,3.517986551934897,1.8583287682807974,0.19255035191552164,0.6842226124591448
94,109.62312325138042,0.7193051501257725,0.4671202220017888,0.8903731306145708,0.22438245688436814,0.14327041022925666,10.0,0.792051599820268,0.2
95,138.2764231921218,0.3290156986215556,0.14080774481001165,0.6472600310682392,0.3353164853757536,0.30492075829498894,10.0,0.3612726095238217,0.6229471826941353
24,164.65130582679333,1.8766424522765888,0.669824323029891,0.7444881703048363,0.048627563680192554,0.045948911656754535,10.0,3.293032615776084,0.2
74,86.49444885149953,0.26726072342803614,0.2845015060714851,0.8350518607189422,13.949691952673248,7.953935749009386,0.21423668884248673,0.018018688221996978,0.2
99,153.95149268632414,0.01929089814616577,0.008802589410923153,0.22914272434690713,0.29855864075798205,0.421814079642274,9.883977907898588,0.3193371244298372,0.41608240968224064
2,88.64672747874928,0.7035519390270085,0.20585828799157155,0.2863627762638424,0.28277055271314844,0.16666549186228033,10.0,2.006024003723856,0.2
3,92.64314388094793,0.17738886260799833,0.18958954861476884,0.847751426524368,1.59109399526037,0.5098566999516672,2.5583331562376785,0.1508389950046504,0.20659362755051167
76,62.153045747803674,0.12411300624733468,0.0015653601710612793,0.110947394363711,2.861717747902373,1.4743355416598907,4.519137177793065,0.13211053270380407,0.757086970078791
1,62.500089598872,0.5144013167133579,0.2832789703654911,0.8239870084706088,14.939649789643475,7.727742727450999,0.3979824986348229,0.02032399661788038,0.2720594779329708
70,171.38200629633621,0.06117038140360861,0.19532088701622716,0.6796747424124145,0.002282148603253115,30.0,0.22798227363221774,5.0,0.4219536161527883
7,168.74167471029506,0.0033256162170055025,0.004739040938722191,0.8262024734256301,0.0921361435470573,0.10990413846337724,9.305892036013404,1.840094525248577,0.2
71,112.69977844348875,1.6494015984867936,0.44054133496103987,0.7399964789429483,0.2001959401847734,0.1336235636741079,10.0,1.7720064856058388,0.2
61,152.84629178706354,0.06218932282406668,0.3549794838040212,0.052085911794106106,2.2919758039734126,1.4367064287158402,9.999999242626295,0.17935484481290245,0.4078124199245794
100,104.42407623268511,0.013142989521134183,0.08421165519159447,0.8404194446741375,30.0,24.47505467863394,0.35357564995396934,0.003843097948215389,0.28962536936894623
16,160.4759400872524,0.16949615804029966,0.39322509250174814,0.8462044037712073,0.16596880728947735,0.0756446704317265,10.0,0.6626863030620522,0.2
48,99.66627426412947,3.6575680155421804,0.08722043424006869,0.9,0.12831801647416408,0.07491504979753343,10.0,1.9280128694506282,0.2
15,135.21514361720875,0.09181658375630719,0.19584155040235462,0.7203253960372107,8.66025254518459,5.864330685328061,0.6121574392251501,0.0,0.3482403821289894
62,148.1545428777925,0.01806115697861149,0.0002315651656635842,0.9,0.12524942302698183,0.02695925173137824,10.0,1.9012859707580012,0.6708499269649317
14,134.31315885048753,3.2315178527118373,0.43350883964114995,0.8368160241306215,0.7207856667708794,1.453000498298896,0.8638597323426677,0.2001534863835864,0.2
88,192.37037739553142,0.37787798862808103,0.6058408623438529,0.7587751470919225,0.03488010519129888,0.05892482993163531,10.0,0.5765529170082647,0.2
13,83.11127236190913,0.5289398242309047,0.3114975465482316,0.8321421298535907,1.1488806457880745,0.9318535396647254,2.5997960499416446,0.0,0.20772970002328797
65,196.0829167489459,3.1141143545295793,0.16185877458541756,0.9,1.4082307648975276,0.0,0.16608696987929417,0.0,0.8
10,137.3668299495493,0.694169034814225,0.8401078610592,0.7770204521447094,0.1813561617035489,0.11498050584287582,10.0,1.0570641165326276,0.2089930873421475
38,154.24517897446634,0.44674102593329795,0.24985728522786613,0.44716199730147305,25.680323766371618,24.192298432857488,0.1736117850211374,0.0,0.5850811784716998
66,155.7380988538628,0.006394193133914621,0.06921983741489365,0.8195428958755445,10.74830615294696,25.974447348686148,0.3101985716547834,0.012284798140763241,0.28479911975804656
36,120.38234507216501,0.009851359954057797,0.47932187142261823,0.5989020417139573,18.215612880704587,11.837451849266746,9.292825293734113,0.0,0.46298310986797275
68,86.76689876258143,0.6808874076655699,0.37246786033783325,0.7475450978447827,0.4369541832803041,0.270040649347234,9.992133267162824,0.0,0.29952708934070144
41,188.23285679337695,0.13430098643982316,0.037499404940918586,0.0,0.3284707693197463,0.09584722493480577,5.627752180625826,0.47025742324326136,0.2
42,198.71377113503763,0.3527421643272136,0.9,0.9,0.005209152612540046,0.06711792872018377,8.982122464841112,0.0,0.4062614349333479
34,83.32454677231253,0.7831579766744593,0.19537403989504748,0.8336912832589309,4.917965464322092,2.5598763005686584,0.7230592865211126,0.049625783107941586,0.3904600239486037
86,192.8758043250104,0.3723723856021596,0.9,0.9,3.588300957509564,1.270554364098572,0.1169850946505806,0.0058386343000079565,0.2693635725052773
33,183.3937174457473,1.6639938970340469,0.2001148514534135,0.9,2.6177266685704628,1.6282409456221827,0.08275661240332281,0.02805536000504232,0.2
18,74.02877154918221,0.9282736229356696,0.2538177114450788,0.8488141899079309,0.32030722453479,0.17699596344056776,9.839019464943398,1.626159893265807,0.2
83,180.15301912226408,0.33005825693868135,0.34196389703572,0.9,0.4150158045607769,1.2939867812509367,0.38874310683803015,0.715508548649956,0.2
82,123.4793416639988,1.7994281689649774,0.38005987435707117,0.8491733945133588,0.13492491071019228,0.09987415391031457,10.0,1.3078582538484993,0.20527897899838043
